,name,text_clean,Category_New,x,y
10,INFRAERO's Internal Bidding and Contract Regulation,infraero may pre-qualifi bidder and exclud non-prequalifi bidder from bid,A,6.899886,3.6184025
11,INFRAERO's Internal Bidding and Contract Regulation,infraero may pre-qualifi bidder and exclud non-prequalifi bidder from bid,A,6.8835993,3.5999253
12,INFRAERO's Internal Bidding and Contract Regulation,foreign compani not oper in brazil must present the equival document translat by a certifi translat and must have a legal repres in brazil,A,6.689658,11.124763
13,INFRAERO's Internal Bidding and Contract Regulation,foreign compani not oper in brazil must present the equival document translat by a certifi translat and must have a legal repres in brazil,A,6.6694374,11.112556
14,INFRAERO's Internal Bidding and Contract Regulation,the tender notic may exclud non-prequalifi bidder from bid,A,6.8285856,3.529405
15,INFRAERO's Internal Bidding and Contract Regulation,tender process may follow the “ open method ” under which bidder submit offer publicli and may make supplementari offer,C,13.493759,-7.0558224
16,INFRAERO's Internal Bidding and Contract Regulation,for engin servic the win bidder must present the breakdown of price,A,6.878981,3.589333
17,INFRAERO's Internal Bidding and Contract Regulation,the durat of commerci concess contract must be limit to i month concess without invest or ii month concess with invest,A,11.600148,7.699393
18,INFRAERO's Internal Bidding and Contract Regulation,the contract may allow sub-concess of commerci concess contract but it must be limit to of the area and aim at the execut of ancillari servic to the main activ of the contract infraero must author ani sub-concess,A,5.5160494,10.771812
19,INFRAERO's Internal Bidding and Contract Regulation,situat in which contract may be directli award i sale or provis of good or servic compris the corpor purpos of the soe ii choic of the privat partner involv specif characterist prevent a competit procedur,A,7.590904,9.68981
20,INFRAERO's Internal Bidding and Contract Regulation,situat in which contract may be directli award differ case among which i low-valu contract a contract compris engin work and servic up to brl around eur and b contract compris other servic purchas and sell up to brl around eur ii when the bid procedur fail no bid submiss and it is not possibl to open a new public tender iii when the bid valu are higher than the market price iv emerg situat and v lea of airport oper area by air carrier for their dispatch offic workshop and deposit facil or for shelter repair and fuell of aircraft,A,8.537535,9.359618
21,INFRAERO's Internal Bidding and Contract Regulation,a perform guarante may be requir by infraero for procur of good work and servic a well a commerci lea of airport area the perform guarante may take the form of a cash bond insur or bank guarante of up to of the valu of the contract in complex contract it can go up to of the valu of the contract,A,8.286473,9.528572
22,INFRAERO's Internal Bidding and Contract Regulation,a perform guarante may be requir by infraero for procur of good work and servic a well a commerci lea of airport area the perform guarante may take the form of a cash bond insur or bank guarante of up to of the valu of the contract in complex contract it can go up to of the valu of the contract,A,8.3115835,9.56024
23,INFRAERO's Internal Bidding and Contract Regulation,except instead of the perform guarante infraero may request the deposit of an amount up to of the offer price or the estim valu of the contract,A,8.330602,9.3236065
24,INFRAERO's Internal Bidding and Contract Regulation,except instead of the perform guarante infraero may request the deposit of an amount up to of the offer price or the estim valu of the contract,A,8.317077,9.290623
25,Decree 7624/2011 - Concession of airports,in case of concess grant by state or municip anac must approv the possibl of particip of airlin in the concessionair ’ s capit and vice-versa,A,5.8679466,10.946
26,Notice of Auction 2/2011 (second round of airport concession),foreign document must be authent by the brazilian consular offic and translat by a certifi translat,A,5.1057777,4.38031
27,Notice of Auction 2/2011 (second round of airport concession),a singl privat entiti may bid for all airport but can not be award more than one airport,A,8.477048,8.595156
28,Notice of Auction 2/2011 (second round of airport concession),foreign compani if not part of a consortium must have a legal repres resid and domicil in brazil whose power is deleg by proxi,A,5.2291822,4.5112605
29,Notice of Auction 2/2011 (second round of airport concession),airlin and their relat compani can not particip in the auction except in a consortium with a maximum stake of and without particip in corpor govern,A,-3.7775908,5.908958
30,Notice of Auction 2/2011 (second round of airport concession),a parent compani or relat compani to an airlin at the same time relat to public entiti either foreign or brazilian may particip with a maximum stake in a consortium,A,-3.7795122,5.908176
31,Notice of Auction 2/2011 (second round of airport concession),bidder must submit a bid bond in the form of a cash bond public-debt secur insur or bank guarante bsb at least brl vcp at least brl gru at least brl,A,10.795273,4.921199
32,Notice of Auction 2/2011 (second round of airport concession),bidder must submit a bid bond in the form of a cash bond public-debt secur insur or bank guarante bsb at least brl vcp at least brl gru at least brl,A,10.763914,4.8895984
33,Notice of Auction 2/2011 (second round of airport concession),bidder must submit a statement issu by a financi institut on the econom viabil of the offer,A,13.483931,-7.0381684
34,Notice of Auction 2/2011 (second round of airport concession),bidder must submit a statement issu by a financi institut on the econom viabil of the offer,A,13.493059,-7.054147
35,Notice of Auction 2/2011 (second round of airport concession),foreign compani when oper in brazil must submit the authoris for oper in the countri if an authoris is requir for the respect activ,A,4.560518,12.119786
36,Notice of Auction 2/2011 (second round of airport concession),foreign compani when oper in brazil must submit the authoris for oper in the countri if an authoris is requir for the respect activ,A,4.5192976,12.103311
37,Notice of Auction 2/2011 (second round of airport concession),the bidder or one member of a consortium must prove a 5-year experi a airport oper have handl at least million passeng at least year in the previou year the airport oper must hold at least stake in the consortium,A,11.366752,7.808807
38,Notice of Auction 2/2011 (second round of airport concession),the sharehold of the concessionair must not particip either directli or indirectli in the vote capit of airlin except in a stake lower than and without particip in corpor govern,A,9.145483,12.507478
39,Notice of Auction 2/2011 (second round of airport concession),ani chang to the sharehold ’ agreement is subject to approv by anac,A,6.507958,10.234812
40,Notice of Auction 2/2011 (second round of airport concession),minimum capit requir paid by infraero bsb brl 000.00 vcp brl 000.00 gru brl 000.00,A,7.1886373,10.614228
41,Notice of Auction 2/2011 (second round of airport concession),minimum capit requir paid by infraero bsb brl 000.00 vcp brl 000.00 gru brl 000.00,A,7.279021,10.619179
42,Notice of Auction 2/2011 (second round of airport concession),mandatori requir of share to infraero,A,8.1913805,10.179496
43,Notice of Auction 2/2011 (second round of airport concession),the win group must have a perform guarante for stage 1-b airport expans bsb brl vcp brl gru brl,A,8.444158,5.7113786
44,Notice of Auction 2/2011 (second round of airport concession),the win group must have a perform guarante for stage 1-b airport expans bsb brl vcp brl gru brl,A,8.433013,5.711711
45,Concession Contract - São Paulo/Guarulhos International Airport,the term of the concess is year extend for up to year if it is necessari to restor the econom balanc of the contract,A,12.048341,7.3948736
46,Concession Contract - São Paulo/Guarulhos International Airport,the term of the concess is year extend for up to year if it is necessari to restor the econom balanc of the contract,A,12.028551,7.414289
47,Concession Contract - São Paulo/Guarulhos International Airport,the concessionair must pay the concess fee to the feder govern branch i a fix fee must be paid annual correspond to the minimum price the bidder 's premium and ii a variabl fee must be paid annual correspond to of the concessionair 's annual gross revenu,A,9.4539385,4.0493507
48,Concession Contract - São Paulo/Guarulhos International Airport,the concessionair must pay the concess fee to the feder govern branch i a fix fee must be paid annual correspond to the minimum price the bidder 's premium and ii a variabl fee must be paid annual correspond to of the concessionair 's annual gross revenu,A,9.466022,4.040063
49,Concession Contract - São Paulo/Guarulhos International Airport,the concessionair must publish a report with inform on the concess especi statist data on traffic and passeng,C,7.147041,11.973471
50,Concession Contract - São Paulo/Guarulhos International Airport,the concessionair must not enter into a contract with it relat parti for the exploit of econom activ gener non-tariff revenu at the airport,A,13.000222,0.13778102
51,Concession Contract - São Paulo/Guarulhos International Airport,minimum capit requir paid by infraero gru brl 000.00,A,7.8017263,10.524864
52,Concession Contract - São Paulo/Guarulhos International Airport,minimum capit requir paid by infraero gru brl 000.00,A,7.7474785,10.538033
53,Concession Contract - São Paulo/Guarulhos International Airport,the concessionair is requir to maintain a perform guarante in the form of a cash bond public-debt secur insur or bank guarante,A,16.536036,9.288865
54,Concession Contract - São Paulo/Guarulhos International Airport,the concessionair is requir to maintain a perform guarante in the form of a cash bond public-debt secur insur or bank guarante,A,16.508158,9.281504
55,Concession Contract - São Paulo/Guarulhos International Airport,the concessionair is free to set the tariff if in accord to the price-cap and if base on object and non-discriminatori criterion,B,12.663506,10.424788
56,Concession Contract - São Paulo/Guarulhos International Airport,the concessionair is free to set the tariff if in accord to the price-cap and if base on object and non-discriminatori criterion,B,12.660868,10.423317
57,Concession Contract - São Paulo/Guarulhos International Airport,sharehold must not conclud ani sharehold ’ agreement except for the one with infraero whose conclus is requir by the notic of auction,A,7.348647,9.625416
58,Concession Contract - São Paulo/Guarulhos International Airport,merger acquisit de-merg or reduct of capit of the concessionair is subject to approv by anac and cade if applic,A,-11.755396,1.8395746
59,Concession Contract - São Paulo/Guarulhos International Airport,in the first five year share transfer lead to a chang in the concessionair ’ s control and public offer of share of the concessionair are prohibit the share transfer of the privat sharehold is subject to prior approv by anac and must not caus a chang of sharehold control the concessionair of the other airport of the second round and it sharehold must not becom sharehold of gru concessionair,A,9.081395,6.9471617
60,Concession Contract - São Paulo/Guarulhos International Airport,in the first five year share transfer lead to a chang in the concessionair ’ s control and public offer of share of the concessionair are prohibit the share transfer of the privat sharehold is subject to prior approv by anac and must not caus a chang of sharehold control the concessionair of the other airport of the second round and it sharehold must not becom sharehold of gru concessionair,A,9.074236,6.9554286
61,Concession Contract - São Paulo/Guarulhos International Airport,in the first five year share transfer lead to a chang in the concessionair ’ s control and public offer of share of the concessionair are prohibit the share transfer of the privat sharehold is subject to prior approv by anac and must not caus a chang of sharehold control the concessionair of the other airport of the second round and it sharehold must not becom sharehold of gru concessionair,A,9.087035,6.944831
62,Concession Contract - São Paulo/Guarulhos International Airport,after the first five year share transfer involv the sharehold of the concessionair of the other airport of the second round is subject to prior approv by anac,A,17.75859,3.625524
63,Concession Contract - São Paulo/Guarulhos International Airport,after the first five year share transfer involv the sharehold of the concessionair of the other airport of the second round is subject to prior approv by anac,A,17.74939,3.6156476
64,Concession Contract - São Paulo/Guarulhos International Airport,after the first five year share transfer involv the sharehold of the concessionair of the other airport of the second round is subject to prior approv by anac,A,17.742193,3.6077533
65,Concession Contract - São Paulo/Guarulhos International Airport,the concessionair may enter into agreement with third parti air carrier ground handl provid or other firm for lea airport area these agreement are govern by privat law,A,28.829235,-1.864051
66,Concession Contract - São Paulo/Guarulhos International Airport,the concessionair may enter into agreement with third parti air carrier ground handl provid or other firm for lea airport area these agreement are govern by privat law,A,28.812939,-1.8804024
67,Concession Contract - São Paulo/Guarulhos International Airport,the concessionair may enter into contract with airlin provid the build mainten or use of airport termin or part thereof either exclus or with prioriti,A,28.794453,-1.8984641
68,Concession Contract - São Paulo/Guarulhos International Airport,if the price of lea of airport oper area is not set on object and non-discriminatori criterion anac may regul price through price-cap revenue-cap or other method after a public consult,B,13.043294,10.693855
69,Concession Contract - São Paulo/Guarulhos International Airport,in case of shortag of area for new entrant to provid ground handl servic the concessionair must requir anac ’ s authoris to restrict the number of provid anac may establish the minimum number of provid,A,-1.1255729,19.170969
70,Concession Contract - São Paulo/Guarulhos International Airport,in case of shortag of area for new entrant to provid ground handl servic the concessionair must requir anac ’ s authoris to restrict the number of provid anac may establish the minimum number of provid,A,-1.1667439,19.212255
71,Concession Contract - São Paulo/Guarulhos International Airport,in case of shortag of area for the current ground handl incumb firm the concessionair must requir anac ’ s authoris to reduc the number of provid anac may establish the minimum number of provid,A,-1.1566133,19.201979
72,Concession Contract - São Paulo/Guarulhos International Airport,in case of shortag of area for the current ground handl incumb firm the concessionair must requir anac ’ s authoris to reduc the number of provid anac may establish the minimum number of provid,A,-1.1420423,19.186676
73,Concession Contract - São Paulo/Guarulhos International Airport,in case of ground handl servic whose complex cost or environment impact doe not allow of divis or duplic of the infrastructur the concessionair must request anac ’ s authoris to provid thi servic exclus,A,7.894566,12.759281
74,Concession Contract - São Paulo/Guarulhos International Airport,in case of ground handl servic whose complex cost or environment impact doe not allow of divis or duplic of the infrastructur the concessionair must request anac ’ s authoris to provid thi servic exclus,A,7.9260955,12.803776
75,Notice of Auction 1/2013 (third round of airport concession),foreign document must be authent by the brazilian consular offic and translat by a certifi translat,A,5.1071157,4.401393
76,Notice of Auction 1/2013 (third round of airport concession),a singl privat entiti may bid for all airport but can not be award more than one airport,A,8.500715,8.6489725
77,Notice of Auction 1/2013 (third round of airport concession),sharehold of the concessionair of the airport award in the second “ round ” and their relat compani must not particip in the auction except in a consortium with a maximum stake of and without particip in corpor govern,A,-3.772705,5.9105625
78,Notice of Auction 1/2013 (third round of airport concession),foreign compani if not part of a consortium must have a legal repres resid and domicil in brazil whose power is deleg by proxi,A,5.2061124,4.4979577
79,Notice of Auction 1/2013 (third round of airport concession),airlin and their relat compani can not particip in the auction except in a consortium with a maximum stake of and without particip in corpor govern,A,-3.7779176,5.908793
80,Notice of Auction 1/2013 (third round of airport concession),bidder must submit a bid bond in the form of a cash bond public-debt secur insur or bank guarante gig at least brl cnf at least brl,A,10.761049,4.8907757
81,Notice of Auction 1/2013 (third round of airport concession),bidder must submit a bid bond in the form of a cash bond public-debt secur insur or bank guarante gig at least brl cnf at least brl,A,10.757369,4.889769
82,Notice of Auction 1/2013 (third round of airport concession),bidder must submit a statement issu by a financi institut on the econom viabil of the offer,A,13.49335,-7.054973
83,Notice of Auction 1/2013 (third round of airport concession),bidder must submit a statement issu by a financi institut on the econom viabil of the offer,A,13.486639,-7.0437846
84,Notice of Auction 1/2013 (third round of airport concession),foreign compani when oper in brazil must submit the authoris for oper in the countri if an authoris is requir for the respect activ,A,4.5609474,12.123702
85,Notice of Auction 1/2013 (third round of airport concession),foreign compani when oper in brazil must submit the authoris for oper in the countri if an authoris is requir for the respect activ,A,4.57551,12.087534
86,Notice of Auction 1/2013 (third round of airport concession),the bidder or one member of a consortium must prove a 5-year experi a airport oper have handl at least i million passeng at least year in the previou year cnf or ii million passeng at least year in the previou year gig the airport oper must hold at least stake in the consortium,A,11.363474,7.8117657
87,Notice of Auction 1/2013 (third round of airport concession),the sharehold of the concessionair must not particip either directli or indirectli in the vote capit of airlin except in a stake lower than and without particip in corpor govern,A,9.13677,12.490229
88,Notice of Auction 1/2013 (third round of airport concession),minimum capit requir paid by infraero gig brl 000.00 cnf brl 000.00,A,7.416348,10.561217
89,Notice of Auction 1/2013 (third round of airport concession),minimum capit requir paid by infraero gig brl 000.00 cnf brl 000.00,A,7.4903035,10.48035
90,Notice of Auction 1/2013 (third round of airport concession),mandatori requir of share to infraero,A,8.232839,10.1419115
91,Notice of Auction 1/2013 (third round of airport concession),the win group must have a perform guarante for stage 1-b airport expans gig brl cnf brl,A,8.488339,5.6657186
92,Notice of Auction 1/2013 (third round of airport concession),the win group must have a perform guarante for stage 1-b airport expans gig brl cnf brl,A,8.470647,5.679377
93,Concession Contract - Rio de Janeiro/Galeão International Airport,the term of the concess is year extend for up to year if it is necessari to restor the econom balanc of the contract,A,12.04631,7.4015903
94,Concession Contract - Rio de Janeiro/Galeão International Airport,the term of the concess is year extend for up to year if it is necessari to restor the econom balanc of the contract,A,12.073109,7.3720837
95,Concession Contract - Rio de Janeiro/Galeão International Airport,the concessionair must pay the concess fee to the feder govern branch i a fix fee must be paid annual correspond to the minimum price the bidder 's premium and ii a variabl fee must be paid annual correspond to of the concessionair 's annual gross revenu,A,9.437773,4.0685244
96,Concession Contract - Rio de Janeiro/Galeão International Airport,the concessionair must pay the concess fee to the feder govern branch i a fix fee must be paid annual correspond to the minimum price the bidder 's premium and ii a variabl fee must be paid annual correspond to of the concessionair 's annual gross revenu,A,9.462002,4.042983
97,Concession Contract - Rio de Janeiro/Galeão International Airport,the concessionair must publish a report with inform on the concess especi statist data on traffic and passeng,C,7.21875,11.961758
98,Concession Contract - Rio de Janeiro/Galeão International Airport,the concessionair must not enter into a contract with it relat parti for the exploit of econom activ gener non-tariff revenu at the airport,A,13.000697,0.1373844
99,Concession Contract - Rio de Janeiro/Galeão International Airport,minimum capit requir paid by infraero gig brl 000.00,A,7.808522,10.48412
100,Concession Contract - Rio de Janeiro/Galeão International Airport,minimum capit requir paid by infraero gig brl 000.00,A,7.7788935,10.421907
101,Concession Contract - Rio de Janeiro/Galeão International Airport,the concessionair is requir to maintain a perform guarante in the form of a cash bond public-debt secur insur or bank guarante,A,16.525309,9.270005
102,Concession Contract - Rio de Janeiro/Galeão International Airport,the concessionair is requir to maintain a perform guarante in the form of a cash bond public-debt secur insur or bank guarante,A,16.5065,9.278833
103,Concession Contract - Rio de Janeiro/Galeão International Airport,the concessionair is free to set the tariff if in accord to the price-cap and if base on object and non-discriminatori criterion,B,12.663832,10.424883
104,Concession Contract - Rio de Janeiro/Galeão International Airport,the concessionair is free to set the tariff if in accord to the price-cap and if base on object and non-discriminatori criterion,B,12.663404,10.42511
105,Concession Contract - Rio de Janeiro/Galeão International Airport,sharehold must not conclud ani sharehold ’ agreement except for the one with infraero whose conclus is requir by the notic of auction,A,7.328438,9.654258
106,Concession Contract - Rio de Janeiro/Galeão International Airport,merger acquisit de-merg or reduct of capit of the concessionair is subject to approv by anac and cade if applic,A,-11.755391,1.8395747
107,Concession Contract - Rio de Janeiro/Galeão International Airport,the transfer of share of the technic oper is subject to approv by anac the technic oper is respons for fulfil the technic requir at the auction experi a airport oper,A,8.661731,7.8359084
108,Concession Contract - Rio de Janeiro/Galeão International Airport,in the first five year share transfer lead to a chang in the concessionair ’ s control and public offer of share of the concessionair are prohibit the share transfer of the privat sharehold is subject to prior approv by anac and must not caus a chang of sharehold control the concessionair of the other airport of the second and third round and it sharehold must not becom sharehold of gig concessionair with stake greater than,A,9.083693,6.939926
109,Concession Contract - Rio de Janeiro/Galeão International Airport,in the first five year share transfer lead to a chang in the concessionair ’ s control and public offer of share of the concessionair are prohibit the share transfer of the privat sharehold is subject to prior approv by anac and must not caus a chang of sharehold control the concessionair of the other airport of the second and third round and it sharehold must not becom sharehold of gig concessionair with stake greater than,A,9.092655,6.93259
110,Concession Contract - Rio de Janeiro/Galeão International Airport,in the first five year share transfer lead to a chang in the concessionair ’ s control and public offer of share of the concessionair are prohibit the share transfer of the privat sharehold is subject to prior approv by anac and must not caus a chang of sharehold control the concessionair of the other airport of the second and third round and it sharehold must not becom sharehold of gig concessionair with stake greater than,A,9.0899515,6.951407
111,Concession Contract - Rio de Janeiro/Galeão International Airport,after the first five year transfer of more than stake to the sharehold of the concessionair of the other airport of the second and third round is subject to prior approv by anac share transfer involv an increas of airlin stake is subject to prior approv by anac,A,17.729729,3.5698118
112,Concession Contract - Rio de Janeiro/Galeão International Airport,after the first five year transfer of more than stake to the sharehold of the concessionair of the other airport of the second and third round is subject to prior approv by anac share transfer involv an increas of airlin stake is subject to prior approv by anac,A,17.699146,3.5468054
113,Concession Contract - Rio de Janeiro/Galeão International Airport,after the first five year transfer of more than stake to the sharehold of the concessionair of the other airport of the second and third round is subject to prior approv by anac share transfer involv an increas of airlin stake is subject to prior approv by anac,A,17.700743,3.544471
114,Concession Contract - Rio de Janeiro/Galeão International Airport,the concessionair may enter into agreement with third parti air carrier ground handl provid or other firm for lea airport area these agreement are govern by privat law,A,28.797647,-1.8956841
115,Concession Contract - Rio de Janeiro/Galeão International Airport,the concessionair may enter into agreement with third parti air carrier ground handl provid or other firm for lea airport area these agreement are govern by privat law,A,28.83207,-1.8612293
116,Concession Contract - Rio de Janeiro/Galeão International Airport,the concessionair may enter into contract with airlin provid the build mainten or use of airport termin or part thereof either exclus or with prioriti these contract are subject to prior approv by anac,A,28.80032,-1.8923913
117,Concession Contract - Rio de Janeiro/Galeão International Airport,the concessionair may enter into contract with airlin provid the build mainten or use of airport termin or part thereof either exclus or with prioriti these contract are subject to prior approv by anac,A,28.826971,-1.8661771
118,Concession Contract - Rio de Janeiro/Galeão International Airport,if the price of lea of airport oper area is not set on object and non-discriminatori criterion anac may regul price through price-cap revenue-cap or other method after a public consult,B,13.073542,10.717696
119,Concession Contract - Rio de Janeiro/Galeão International Airport,in case of shortag of area for new entrant to provid ground handl servic the concessionair must requir anac ’ s authoris to restrict the number of provid anac may establish the minimum number of provid,A,-1.1572683,19.202738
120,Concession Contract - Rio de Janeiro/Galeão International Airport,in case of shortag of area for new entrant to provid ground handl servic the concessionair must requir anac ’ s authoris to restrict the number of provid anac may establish the minimum number of provid,A,-1.1231651,19.16862
121,Concession Contract - Rio de Janeiro/Galeão International Airport,in case of shortag of area for the current ground handl incumb firm the concessionair must requir anac ’ s authoris to reduc the number of provid anac may establish the minimum number of provid,A,-1.1126803,19.15798
122,Concession Contract - Rio de Janeiro/Galeão International Airport,in case of shortag of area for the current ground handl incumb firm the concessionair must requir anac ’ s authoris to reduc the number of provid anac may establish the minimum number of provid,A,-1.1143903,19.159708
123,Concession Contract - Rio de Janeiro/Galeão International Airport,in case of ground handl servic whose complex cost or environment impact doe not allow of divis or duplic of the infrastructur the concessionair must request anac ’ s authoris to provid thi servic exclus,A,7.9166613,12.779342
124,Concession Contract - Rio de Janeiro/Galeão International Airport,in case of ground handl servic whose complex cost or environment impact doe not allow of divis or duplic of the infrastructur the concessionair must request anac ’ s authoris to provid thi servic exclus,A,7.9260263,12.785556
125,Notice of Auction 1/2016 (fourth round of airport concession),foreign document must be authent by the brazilian consular offic or may be apostil if the foreign countri is parti to the apostil convent and translat by a certifi translat,A,5.2043843,4.520372
126,Notice of Auction 1/2016 (fourth round of airport concession),a singl privat entiti may bid for all airport but can not be award more than one airport at each region,A,8.50376,8.624471
127,Notice of Auction 1/2016 (fourth round of airport concession),foreign compani if not part of a consortium must have a legal repres resid and domicil in brazil whose power is deleg by proxi,A,5.260047,4.528986
128,Notice of Auction 1/2016 (fourth round of airport concession),airlin and their relat compani can not particip in the auction except in a consortium with a maximum stake of and without particip in corpor govern,A,-3.7778354,5.9088235
129,Notice of Auction 1/2016 (fourth round of airport concession),bidder must submit a bid bond in the form of a cash bond public-debt secur insur or bank guarante poa at least brl ssa at least brl fln at least brl for at least brl,A,10.766604,4.8882117
130,Notice of Auction 1/2016 (fourth round of airport concession),bidder must submit a bid bond in the form of a cash bond public-debt secur insur or bank guarante poa at least brl ssa at least brl fln at least brl for at least brl,A,10.758772,4.878794
131,Notice of Auction 1/2016 (fourth round of airport concession),bidder must submit a statement issu by a financi institut on the econom viabil of the offer,A,13.496218,-7.061114
132,Notice of Auction 1/2016 (fourth round of airport concession),bidder must submit a statement issu by a financi institut on the econom viabil of the offer,A,13.492337,-7.0524983
133,Notice of Auction 1/2016 (fourth round of airport concession),foreign compani when oper in brazil must submit the authoris for oper in the countri if an authoris is requir for the respect activ,A,4.497554,12.127089
134,Notice of Auction 1/2016 (fourth round of airport concession),foreign compani when oper in brazil must submit the authoris for oper in the countri if an authoris is requir for the respect activ,A,4.538946,12.1194515
135,Notice of Auction 1/2016 (fourth round of airport concession),the bidder or one member of a consortium must prove a 5-year experi a airport oper have handl at least i million passeng at least year in the last year ssa and poa ii million passeng at least year in the last year for or iii million passeng at least year in the last year fln the airport oper must hold at least stake in the consortium,A,11.393359,7.832648
136,Notice of Auction 1/2016 (fourth round of airport concession),the sharehold of the concessionair must not particip either directli or indirectli in the vote capit of airlin except in a stake lower than and without particip in corpor govern,A,9.121977,12.470928
137,Notice of Auction 1/2016 (fourth round of airport concession),after the first five year of the concess the particip of the concessionair ’ s sharehold in the vote capit of airlin will be subject to prior approv by anac,A,17.774815,3.6523044
138,Notice of Auction 1/2016 (fourth round of airport concession),minimum capit requir poa fix fee to be paid at the time of sign the contract brl 696.00 ssa fix fee to be paid at the time of sign the contract brl 701.00 fln fix fee to be paid at the time of sign the contract brl 972.00 for fix fee to be paid at the time of sign the contract brl 807.00,A,9.159997,4.844457
139,Notice of Auction 1/2016 (fourth round of airport concession),minimum capit requir poa fix fee to be paid at the time of sign the contract brl 696.00 ssa fix fee to be paid at the time of sign the contract brl 701.00 fln fix fee to be paid at the time of sign the contract brl 972.00 for fix fee to be paid at the time of sign the contract brl 807.00,A,9.125455,4.871337
140,Notice of Auction 1/2016 (fourth round of airport concession),the win group must have a perform guarante for stage 1-b airport expans poa brl ssa brl fln brl for brl,A,8.449615,5.7008066
141,Notice of Auction 1/2016 (fourth round of airport concession),the win group must have a perform guarante for stage 1-b airport expans poa brl ssa brl fln brl for brl,A,8.45919,5.696923
142,Concession Contract - Salvador - Deputado Luís Eduardo Magalhães Airport,the term of the concess is year extend for up to year if it is necessari to restor the econom balanc of the contract,A,12.049466,7.394413
143,Concession Contract - Salvador - Deputado Luís Eduardo Magalhães Airport,the term of the concess is year extend for up to year if it is necessari to restor the econom balanc of the contract,A,12.013729,7.4295683
144,Concession Contract - Salvador - Deputado Luís Eduardo Magalhães Airport,the concessionair must pay the concess fee to the feder govern branch i a fix fee must be paid at the time of sign the contract correspond to of the minimum price the bidder 's premium ii a fix fee must be paid annual from the 6th year of the contract correspond to of the minimum price the bidder 's premium and iii a variabl fee must be paid annual correspond to of the concessionair 's annual gross revenu,A,9.435513,4.0790358
145,Concession Contract - Salvador - Deputado Luís Eduardo Magalhães Airport,the concessionair must pay the concess fee to the feder govern branch i a fix fee must be paid at the time of sign the contract correspond to of the minimum price the bidder 's premium ii a fix fee must be paid annual from the 6th year of the contract correspond to of the minimum price the bidder 's premium and iii a variabl fee must be paid annual correspond to of the concessionair 's annual gross revenu,A,9.447302,4.0648904
146,Concession Contract - Salvador - Deputado Luís Eduardo Magalhães Airport,the concessionair must publish a report with inform on the concess especi statist data on aircraft passeng and cargo traffic a well a the amount collect with airport tariff,C,7.3878746,11.8842745
