,Law,Text,Category,text_clean,Category_New,x,y
10,Lineamientos que deberán cumplir los medicamentos alopáticos de referencia y selección de medicamento de referencia internacional. (issued on 25 January 2016),"When a company holding a sanitary registry of a reference medicine decides to withdraw its product from the market, pharmaceutical companies that manufacture the generic version of that medicine are required to seek a reference medicine abroad in any of the seven countries recognised by COFEPRIS (as listed in the guidelines issued on 25 January 2016). According to market participants, producers of reference medicines withdraw them for various reasons, including as a business",A,when a compani hold a sanitari registri of a refer medicin decid to withdraw it product from the market pharmaceut compani that manufactur the gener version of that medicin are requir to seek a refer medicin abroad in ani of the seven countri recognis by cofepri a list in the guidelin issu on januari accord to market particip produc of refer medicin withdraw them for variou reason includ a a busi,A,7.080034,3.7061574
11,Guia para las buenas prácticas sanitarias en farmacias y consultorios,"According to COFEPRIS (2015), 53.5% of all Mexican pharmacies have a CAF. Consultations in these CAF are provided at affordable prices or even for free. While CAF business models may vary, most doctors working at CAF receive some form of compensation from the pharmacies, be it through a fixed salary, a bonus, or some other form of remuneration. CAF generally belong to pharmacy chains and have expanded rapidly in Mexico as a result of the government's 2010 non-self-medication policy, known as the Agreement that determines the guidelines for the sale and dispensing of antibiotics. This enacted a prescription-only requirement for antibiotics to mitigate self-medication and control their use. 
To the best of our understanding, there is no provision to address the  relationship between pharmacies and doctors, and limit the incentives that pharmacies provie CAF doctors for prescribing certain medicines. The fourth edition of the Mexican Pharmacopoeia Supplement for Establishments (2010) only forbids pharmacies to have ""direct communication, through windows, doors or aisles, with other businesses, such as doctor's offices"".",D,accord to cofepri 53.5 of all mexican pharmaci have a caf consult in these caf are provid at afford price or even for free while caf busi model may vari most doctor work at caf receiv some form of compens from the pharmaci be it through a fix salari a bonu or some other form of remuner caf gener belong to pharmaci chain and have expand rapidli in mexico a a result of the govern 's non-self-med polici known a the agreement that determin the guidelin for the sale and dispens of antibiot thi enact a prescription-onli requir for antibiot to mitig self-med and control their use to the best of our understand there is no provis to address the relationship between pharmaci and doctor and limit the incent that pharmaci provi caf doctor for prescrib certain medicin the fourth edit of the mexican pharmacopoeia supplement for establish onli forbid pharmaci to have `` direct commun through window door or aisl with other busi such a doctor 's offic ``,Others,7.0513816,3.4007354
12,Guia para las buenas prácticas sanitarias en farmacias y consultorios,"According to COFEPRIS (2015), 53.5% of all Mexican pharmacies have a CAF. Consultations in these CAF are provided at affordable prices or even for free. While CAF business models may vary, most doctors working at CAF receive some form of compensation from the pharmacies, be it through a fixed salary, a bonus, or some other form of remuneration. CAF generally belong to pharmacy chains and have expanded rapidly in Mexico as a result of the government's 2010 non-self-medication policy, known as the Agreement that determines the guidelines for the sale and dispensing of antibiotics. This enacted a prescription-only requirement for antibiotics to mitigate self-medication and control their use. 
To the best of our understanding, there is no provision to address the  relationship between pharmacies and doctors, and limit the incentives that pharmacies provie CAF doctors for prescribing certain medicines. The fourth edition of the Mexican Pharmacopoeia Supplement for Establishments (2010) only forbids pharmacies to have ""direct communication, through windows, doors or aisles, with other businesses, such as doctor's offices"".",D,accord to cofepri 53.5 of all mexican pharmaci have a caf consult in these caf are provid at afford price or even for free while caf busi model may vari most doctor work at caf receiv some form of compens from the pharmaci be it through a fix salari a bonu or some other form of remuner caf gener belong to pharmaci chain and have expand rapidli in mexico a a result of the govern 's non-self-med polici known a the agreement that determin the guidelin for the sale and dispens of antibiot thi enact a prescription-onli requir for antibiot to mitig self-med and control their use to the best of our understand there is no provis to address the relationship between pharmaci and doctor and limit the incent that pharmaci provi caf doctor for prescrib certain medicin the fourth edit of the mexican pharmacopoeia supplement for establish onli forbid pharmaci to have `` direct commun through window door or aisl with other busi such a doctor 's offic ``,Others,7.074872,3.3925529
13,Ley General de Salud,"The wholesale and retail of medicines and other health products, narcotics, psychotropic substances, and products containing narcotic or psychotropic substances require a sanitary authorisation (i.e. a licence). The sanitary authorisation for manufacturing granted to pharmaceutical companies is not limited to medicines manufacturing. There are no provisions to prohibit direct selling of pharmaceutical companies to pharmacies. 
However, in practice, many (if not most) pharmaceutical companies in Mexico refuse to sell directly to pharmacies, even to big pharmacy chains, preferring to sell through wholesalers. It is common practice for pharmaceutical companies to sign contracts of exclusivity with one distributor. Wholesalers therefore often become the only channel through which to commercialise a certain medicine. According to industry participants, pharmaceutical companies usually pay a service fee to distributors that sell their products (a scheme known as ""fee for service""). This problem concerns only the private market; public- sector authorities generally purchase medicines through public tenders.",A,the wholesal and retail of medicin and other health product narcot psychotrop substanc and product contain narcot or psychotrop substanc requir a sanitari authoris i.e a licenc the sanitari authoris for manufactur grant to pharmaceut compani is not limit to medicin manufactur there are no provis to prohibit direct sell of pharmaceut compani to pharmaci howev in practic mani if not most pharmaceut compani in mexico refus to sell directli to pharmaci even to big pharmaci chain prefer to sell through wholesal it is common practic for pharmaceut compani to sign contract of exclus with one distributor wholesal therefor often becom the onli channel through which to commercialis a certain medicin accord to industri particip pharmaceut compani usual pay a servic fee to distributor that sell their product a scheme known a `` fee for servic `` thi problem concern onli the privat market public- sector author gener purchas medicin through public tender,A,8.923742,3.3591623
14,Ley General de Salud,"The wholesale and retail of medicines and other health products, narcotics, psychotropic substances, and products containing narcotic or psychotropic substances require a sanitary authorisation (i.e. a licence). The sanitary authorisation for manufacturing granted to pharmaceutical companies is not limited to medicines manufacturing. There are no provisions to prohibit direct selling of pharmaceutical companies to pharmacies. 
However, in practice, many (if not most) pharmaceutical companies in Mexico refuse to sell directly to pharmacies, even to big pharmacy chains, preferring to sell through wholesalers. It is common practice for pharmaceutical companies to sign contracts of exclusivity with one distributor. Wholesalers therefore often become the only channel through which to commercialise a certain medicine. According to industry participants, pharmaceutical companies usually pay a service fee to distributors that sell their products (a scheme known as ""fee for service""). This problem concerns only the private market; public- sector authorities generally purchase medicines through public tenders.",A,the wholesal and retail of medicin and other health product narcot psychotrop substanc and product contain narcot or psychotrop substanc requir a sanitari authoris i.e a licenc the sanitari authoris for manufactur grant to pharmaceut compani is not limit to medicin manufactur there are no provis to prohibit direct sell of pharmaceut compani to pharmaci howev in practic mani if not most pharmaceut compani in mexico refus to sell directli to pharmaci even to big pharmaci chain prefer to sell through wholesal it is common practic for pharmaceut compani to sign contract of exclus with one distributor wholesal therefor often becom the onli channel through which to commercialis a certain medicin accord to industri particip pharmaceut compani usual pay a servic fee to distributor that sell their product a scheme known a `` fee for servic `` thi problem concern onli the privat market public- sector author gener purchas medicin through public tender,A,8.999616,3.3719897
15,Adenda al Convenio de Concertación,"A 1996 agreement between the Ministry of Economy and CANIFARMA (amended in 2004) establishes maximum retail prices for patented medicines. In Mexico, this is calculated as the average ex- manufacturer price of that medicine in the six countries with the largest sales in the world.",B,a agreement between the ministri of economi and canifarma amend in establish maximum retail price for patent medicin in mexico thi is calcul a the averag ex- manufactur price of that medicin in the six countri with the largest sale in the world,B,9.083469,3.591849
16,Adenda al Convenio de Concertación,"A 1996 agreement between the Ministry of Economy and CANIFARMA (amended in 2004) establishes maximum retail prices for patented medicines. In Mexico, this is calculated as the average ex- manufacturer price of that medicine in the six countries with the largest sales in the world.",C,a agreement between the ministri of economi and canifarma amend in establish maximum retail price for patent medicin in mexico thi is calcul a the averag ex- manufactur price of that medicin in the six countri with the largest sale in the world,C,9.110969,3.613727
17,"Reglamento de la
Ley General de Servicios de
Salud en Materia
de Prestación de
Atención Médica",The Ministry of Economy (on the advice of the Ministry of Health) shall set maximum prices for the sale of medicines and supplies to the public.,B,the ministri of economi on the advic of the ministri of health shall set maximum price for the sale of medicin and suppli to the public,B,8.356687,5.3724174
18,"Reglamento de la
Ley General de Servicios de
Salud en Materia
de Prestación de
Atención Médica",The Ministry of Economy (on the advice of the Ministry of Health) shall set maximum prices for the sale of medicines and supplies to the public.,,the ministri of economi on the advic of the ministri of health shall set maximum price for the sale of medicin and suppli to the public,Others,8.323244,5.321143
19,Adenda al Convenio de Concertación,"The amendment to the agreement between the Ministry of Economy and CANIFARMA determining how maximum prices are set is confidential, and its contents are not available to the public.",B,the amend to the agreement between the ministri of economi and canifarma determin how maximum price are set is confidenti and it content are not avail to the public,B,7.8199406,4.7269254
20,Adenda al Convenio de Concertación,"The amendment to the agreement between the Ministry of Economy and CANIFARMA determining how maximum prices are set is confidential, and its contents are not available to the public.",C,the amend to the agreement between the ministri of economi and canifarma determin how maximum price are set is confidenti and it content are not avail to the public,C,7.75565,4.699891
21,Adenda al Convenio de Concertación,"The price-regulation scheme sets maximum prices based upon information provided by the pharmaceutical firms themselves, after examination by an external auditor.",B,the price-regul scheme set maximum price base upon inform provid by the pharmaceut firm themselv after examin by an extern auditor,B,8.284839,5.3107977
22,Adenda al Convenio de Concertación,"The price-regulation scheme sets maximum prices based upon information provided by the pharmaceutical firms themselves, after examination by an external auditor.",C,the price-regul scheme set maximum price base upon inform provid by the pharmaceut firm themselv after examin by an extern auditor,C,8.26311,5.2650642
23,Ley General de Salud,"Establishments engaged in 1) the production of medicines containing narcotics or psychotropic substances; vaccines; toxoids; serums and antitoxins of animal origin, and blood products; and 2) the development, manufacture or preparation of medicines, require an authorisation before they start operating in the market. Conditions for granting this authorisation are set in Article 162 of the Reglamento de Insumos para la Salud.",A,establish engag in the product of medicin contain narcot or psychotrop substanc vaccin toxoid serum and antitoxin of anim origin and blood product and the develop manufactur or prepar of medicin requir an authoris befor they start oper in the market condit for grant thi authoris are set in articl of the reglamento de insumo para la salud,A,8.055912,3.1139736
24,Ley General de Salud,"In order to obtain a sanitary registry for biotechnological products, an applicant must submit to the Ministry of Health clinical and sometimes in-vitro studies (studies performed outside a normal biological context) to demonstrate the safety, efficacy and quality of the product. As requirements are not set ex ante, they are defined by the Ministry of Health on a case-by-case basis, taking into account the opinion of the Committee on New Molecules (an auxiliary advisory body for registry requests of medicines containing a new molecule submitted to the Ministry of Health), supported by the Biotechnological Products Assessment Sub-Committee (Subcomité de Evaluación de Productos Biotecnológicos, SEPB), which is composed of specialists and scientists in the field of pharmaceutical biotechnology.",B,in order to obtain a sanitari registri for biotechnolog product an applic must submit to the ministri of health clinic and sometim in-vitro studi studi perform outsid a normal biolog context to demonstr the safeti efficaci and qualiti of the product a requir are not set ex ant they are defin by the ministri of health on a case-by-cas basi take into account the opinion of the committe on new molecul an auxiliari advisori bodi for registri request of medicin contain a new molecul submit to the ministri of health support by the biotechnolog product ass sub-committe subcomité de evaluación de producto biotecnológico sepb which is compos of specialist and scientist in the field of pharmaceut biotechnolog,B,8.354505,1.8501675
25,Ley General de Salud,"In order to legally commercialise their products, developers of blood-derived products must obtain an authorisation from the Ministry of Health. Information on requirements and forms is available: www.cofepris.gob.mx/AS/Pagi nas/Establecimientos%20y%2 Oproductos%20biologicos/Per misoVenta Distribucion Produ ctos.aspx.",A,in order to legal commercialis their product develop of blood-deriv product must obtain an authoris from the ministri of health inform on requir and form is avail www.cofepris.gob.mx/as/pagi nas/establecimiento 20i oproducto 20biologicos/p misoventa distribucion produ ctos.aspx,A,7.965141,3.4277542
26,Ley General de Salud,"To commercialise or transport narcotic products within Mexico, a permit delivered by the Ministry of Health is required. The conditions for the permit are summarised at: www.gob.mx/cntse- rfts/tramite/ficha/53a44cdd89c Ob26a3000168d.",A,to commercialis or transport narcot product within mexico a permit deliv by the ministri of health is requir the condit for the permit are summaris at www.gob.mx/cntse- rfts/tramite/ficha/53a44cdd89c ob26a3000168d,A,7.7059093,3.8707108
27,Reglamento de Insumos para la Salud,"For the distribution or sale of biological products and blood products of national or foreign manufacture, each batch is required to be previously authorised based on analytical results issued by the Ministry of Health or by an authorised third party. The latter are authorised by COFEPRIS to support the authorities in health control and surveillance through the performance of various analytical tests, in order to verify compliance with law or to carry out studies on bioequivalence and/or biocomparability. According to COFEPRIS, there are currently 201 authorised third parties: 20 that function as verification units; 61 as clinical and analytical units authorised to conduct interchangeability and biocompatibility studies on biotechnological products; and 120 as testing laboratories. Applicants for authorisations must apply at the Ministry of Health. Conditions are described at: www.cofepris.gob.mx/AS/ Documents/Establecimientos/lineamientos43 pdf. An approved authorisation is valid for two years. Authorisations can be renewed with a notice period of 30 days before the authorisation expires. A summary of the requirements to becoming an authorised third party can be found at: www.gob.mx/cms/uploads/ attachment/file/187533/Requi sitos para Evaluar la Comp etencia_T_cnica.pdf. These include filling out and signing a no-conflict-of-interest and confidentiality form, paying MXN 7 954.73, and having a quality-management system.",A,for the distribut or sale of biolog product and blood product of nation or foreign manufactur each batch is requir to be previous authoris base on analyt result issu by the ministri of health or by an authoris third parti the latter are authoris by cofepri to support the author in health control and surveil through the perform of variou analyt test in order to verifi complianc with law or to carri out studi on bioequival and/or biocompar accord to cofepri there are current authoris third parti that function a verif unit a clinic and analyt unit authoris to conduct interchang and biocompat studi on biotechnolog product and a test laboratori applic for authoris must appli at the ministri of health condit are describ at www.cofepris.gob.mx/as/ documents/establecimientos/lineamientos43 pdf an approv authoris is valid for two year authoris can be renew with a notic period of day befor the authoris expir a summari of the requir to becom an authoris third parti can be found at www.gob.mx/cms/uploads/ attachment/file/187533/requi sito para evaluar la comp etencia_t_cnica.pdf these includ fill out and sign a no-conflict-of-interest and confidenti form pay mxn 954.73 and have a quality-manag system,A,8.171871,3.247599
28,Reglamento de Insumos para la Salud,"New models for inputs (i.e. raw materials for medicines, narcotics, and psychotropics) require a new authorisation if they introduce technological innovations. This new authorisation follows the same rules as its predecessor (compare, Article 167 of Reglamento de Insumos para la Salud).",A,new model for input i.e raw materi for medicin narcot and psychotrop requir a new authoris if they introduc technolog innov thi new authoris follow the same rule a it predecessor compar articl of reglamento de insumo para la salud,A,5.656295,5.9967136
29,Reglamento de Insumos para la Salud,"Establishments that manufacture biotechnological products or their inputs require a sanitary licence and must comply with additional requirements with regard to other medicines, such as separate areas for strains (i.e. a group of closely related living things) or cell lines (i.e. an homogenous group of cells selected from a cell population) of animal or vegetable origin. Foreign producers must have a good manufacturing practice (GMP) certificate. Criteria to grant a GMP certificate can be found in the document ""Lineamientos que establecen los requisitos que se deben cumplir para la acreditación prórrogas y registros de los certificados de buenas prácticas de fabricación para la solicitud de modificaciones, sanitarios de medicamentos"" (www.gob.mx/cms/uploads/att achment/file/163174/Lineamie ntos_Acreditaci_n_CBPF_Oficio_CAS-1-OR-20-2016.pdf).",A,establish that manufactur biotechnolog product or their input requir a sanitari licenc and must compli with addit requir with regard to other medicin such a separ area for strain i.e a group of close relat live thing or cell line i.e an homogen group of cell select from a cell popul of anim or veget origin foreign produc must have a good manufactur practic gmp certif criterion to grant a gmp certif can be found in the document `` lineamiento que establecen lo requisito que se deben cumplir para la acreditación prórroga y registro de lo certificado de buena práctica de fabricación para la solicitud de modificacion sanitario de medicamento `` www.gob.mx/cms/uploads/att achment/file/163174/lineami ntos_acreditaci_n_cbpf_oficio_cas-1-or-20-2016.pdf,A,8.256337,2.192799
30,Ley General de Salud,"Sanitary registries need to be renewed every five years. A summary of renewal requirements can be found at: www.cofepris.gob.mx/AS/Doc uments/RegistroSanitarioMedi camentos/INDICE%20PARA %20TRAMITES/INDICE%20P RORROGA.pdf. According to Article 195-A of the Ley Federal de Derechos, for a sanitary registry renewal, applicants shall pay 75% of the new sanitary registry fee (the sanitary registry fee for generics is currently MXN 71 334 41 and for new molecule medicines MXN 127 549.79).",A,sanitari registri need to be renew everi five year a summari of renew requir can be found at www.cofepris.gob.mx/as/doc uments/registrosanitariomedi camentos/indic 20para 20tramites/indic 20p rorroga.pdf accord to articl 195-a of the ley feder de derecho for a sanitari registri renew applic shall pay of the new sanitari registri fee the sanitari registri fee for gener is current mxn and for new molecul medicin mxn 549.79,A,7.3730245,5.1131535
31,Reglamento de Insumos para la Salud,"Medicines require a sanitary registry to be commercialised in Mexico. To apply for a sanitary registry, and for each renewal (currently every five years; see above), pharmaceutical companies need to show that their suppliers possess a Good Manufacturing Practices (GMP) certificate for health inputs. COFEPRIS issues GMP certificates itself, but also recognises certificates from eight foreign authorities: the Food and Drug Administration (US); Agência Nacional de Vigilância Sanitária (Brazil); Health Canada (Canada); European Medicines Agency (EU); Pharmaceutical and Food Safety Bureau (Japan); Therapeutic Goods Administration (Australia); Ministry of Food and Drug Safety of the Republic of Korea (Korea); and Swiss Agency for Therapeutic Products (Switzerland). The duration of a COFEPRIS- issued GMP certificate is 30 months; other authorities sometimes grant the GMP certificates for longer periods, such as the PFSB in Japan. In addition, various authorities of countries with important suppliers, especially China and India, are currently not recognised by COFEPRIS. If a Mexican pharmaceutical producer wants to use a supplier of ingredients of an unrecognised country, COFEPRIS sends inspectors to certify the foreign supplier's plant. The Mexican producer has to cover those costs, including fees (MXN 84 080.88 for every visit to foreign suppliers; see, Article 195-A of the Ley Federal de Derechos), and travel expenses (the visits last at least 5 days and more if more than one ingredient is involved).",A,medicin requir a sanitari registri to be commercialis in mexico to appli for a sanitari registri and for each renew current everi five year see abov pharmaceut compani need to show that their supplier posse a good manufactur practic gmp certif for health input cofepri issu gmp certif itself but also recognis certif from eight foreign author the food and drug administr u agência nacion de vigilância sanitária brazil health canada canada european medicin agenc eu pharmaceut and food safeti bureau japan therapeut good administr australia ministri of food and drug safeti of the republ of korea korea and swiss agenc for therapeut product switzerland the durat of a cofepris- issu gmp certif is month other author sometim grant the gmp certif for longer period such a the pfsb in japan in addit variou author of countri with import supplier especi china and india are current not recognis by cofepri if a mexican pharmaceut produc want to use a supplier of ingredi of an unrecognis countri cofepri send inspector to certifi the foreign supplier 's plant the mexican produc ha to cover those cost includ fee mxn 080.88 for everi visit to foreign supplier see articl 195-a of the ley feder de derecho and travel expens the visit last at least day and more if more than one ingredi is involv,A,8.353612,3.2293878
32,Reglamento de Insumos para la Salud,"In order to obtain a sanitary registry for a particular medicine, the producer must possess a sanitary licence for its plants or laboratories producing medicines or biological products for human use. According to Article 162 of the Reglamento de Insumos para la Salud, when applying for a manufacturing sanitary licence, a manufacturer shall submit the official application form (see, www.gob.mx/cntse-rfts/tramite/ficha/560d582b8217e65139001256). According to Article 195-A of the Ley Federal de Derechos, pharmaceutical companies must accompany their application with a MXN 84 080.88 fee.",A,in order to obtain a sanitari registri for a particular medicin the produc must posse a sanitari licenc for it plant or laboratori produc medicin or biolog product for human use accord to articl of the reglamento de insumo para la salud when appli for a manufactur sanitari licenc a manufactur shall submit the offici applic form see www.gob.mx/cntse-rfts/tramite/ficha/560d582b8217e65139001256 accord to articl 195-a of the ley feder de derecho pharmaceut compani must accompani their applic with a mxn 080.88 fee,A,8.142562,2.347664
33,Reglamento de Insumos para la Salud,"In order to obtain a sanitary registry for biosimilar products, producers need to apply to the Ministry of Health. The authority can request additional studies if the Committee on New Molecules recommends this, after hearing the opinion of the Biotechnological Products Assessment Sub-Committee (Subcomité de Evaluación de Productos Biotecnológicos, SEPB), part of the main Committee.",A,in order to obtain a sanitari registri for biosimilar product produc need to appli to the ministri of health the author can request addit studi if the committe on new molecul recommend thi after hear the opinion of the biotechnolog product ass sub-committe subcomité de evaluación de producto biotecnológico sepb part of the main committe,A,8.383437,1.7918501
34,Reglamento de Insumos para la Salud,"In order to obtain a sanitary registry for biosimilar products, producers need to apply to the Ministry of Health. The authority can request additional studies if the Committee on New Molecules recommends this, after hearing the opinion of the Biotechnological Products Assessment Sub-Committee (Subcomité de Evaluación de Productos Biotecnológicos, SEPB), part of the main Committee.",B,in order to obtain a sanitari registri for biosimilar product produc need to appli to the ministri of health the author can request addit studi if the committe on new molecul recommend thi after hear the opinion of the biotechnolog product ass sub-committe subcomité de evaluación de producto biotecnológico sepb part of the main committe,B,8.381383,1.8007047
35,Reglamento de Insumos para la Salud,"An innovative biotechnological medicine can obtain authorisation for therapeutical uses other than those for which the original authorisation was issued as long as there are valid scientific grounds, based on the opinion of the Ministry of Health.",A,an innov biotechnolog medicin can obtain authoris for therapeut use other than those for which the origin authoris wa issu a long a there are valid scientif ground base on the opinion of the ministri of health,A,6.935186,4.3019176
36,Reglamento de Insumos para la Salud,Companies other than the holder of a sanitary registry may produce the medicine subject to registry only if they obtain the holder's authorisation and follow the same conditions under which the registry was granted in the first place.,A,compani other than the holder of a sanitari registri may produc the medicin subject to registri onli if they obtain the holder 's authoris and follow the same condit under which the registri wa grant in the first place,A,6.039665,3.9082117
37,"NOM-257-SSA1- 2014, En materia de medicamentos biotecnológicos","Prior to submitting a request for a sanitary registry for innovative biotechnological medicines, applicants must submit them evaluation to the Committee on New Molecules (CMN). The medicines are then studied by the Biotechnological Products Assessment Sub-Committee (Subcomité de Evaluación de Productos Biotecnológicos SEPB) to determine if there are technical and scientific elements to demonstrate their safety, quality and effectiveness. Also, the Ministry of Health, based upon the opinion of the CMN, after consulting the SEPB, will determine the particular biocomparability tests that will allow pharmaceutical companies to be granted authorisation for the therapeutic indications of biosimilar products.",A,prior to submit a request for a sanitari registri for innov biotechnolog medicin applic must submit them evalu to the committe on new molecul cmn the medicin are then studi by the biotechnolog product ass sub-committe subcomité de evaluación de producto biotecnológico sepb to determin if there are technic and scientif element to demonstr their safeti qualiti and effect also the ministri of health base upon the opinion of the cmn after consult the sepb will determin the particular biocompar test that will allow pharmaceut compani to be grant authoris for the therapeut indic of biosimilar product,A,8.307269,1.8265271
